"id","age","height","weight","sex"
8249,48,158,81,"female"
8250,71,154,45,"female"
8251,76,168,75,"male"
8252,40,158,65,"female"
8253,20,164,78,"male"
8254,111,152,62,"female"
8255,59,158,38,"female"
8256,41,161,62,"male"
8257,80,156,74,"female"
8258,33,164,58,"female"
8259,26,178,63,"male"
8260,30,181,73,"male"
8261,16,174,84,"male"
8262,47,161,62,"female"
8263,36,169,77,"male"
8264,70,165,80,"male"
8265,56,166,71,"male"
8266,64,168,71,"male"
8267,18,170,74,"male"
8268,36,162,88,"male"
8269,27,170,66,"male"
8270,49,173,64,"male"
8271,23,166,60,"female"
8272,38,156,57,"male"
8273,32,149,59,"female"
8274,23,165,60,"female"
8275,42,161,44,"female"
8276,65,181,76,"male"
8277,88,175,70,"male"
8278,35,151,76,"male"
8279,35,165,59,"female"
8280,75,157,60,"female"
8281,21,155,65,"female"
8282,35,161,76,"female"
8283,50,165,52,"female"
8284,60,155,55,"female"
8285,25,165,76,"male"
8286,78,148,54,"female"
8287,37,171,66,"male"
8288,44,167,70,"female"
8289,59,169,69,"male"
8290,22,187,78,"male"
8291,34,164,59,"female"
8292,25,171,58,"male"
8293,55,163,57,"male"
8294,39,156,56,"female"
8295,104,162,58,"female"
8296,51,152,55,"female"
8297,62,178,84,"male"
8298,73,172,66,"female"
8299,36,161,43,"female"
8300,82,161,68,"female"
8301,54,178,69,"male"
8302,97,171,65,"male"
8303,60,169,66,"female"
8304,36,174,82,"male"
8305,30,175,96,"male"
8306,31,155,75,"female"
8307,49,147,90,"female"
8308,56,174,86,"male"
8309,55,173,83,"male"
8310,20,154,63,"female"
8311,31,159,68,"female"
8312,29,164,75,"male"
8313,47,158,69,"female"
8314,20,171,55,"male"
8315,74,158,70,"female"
8316,25,158,61,"female"
8317,17,171,54,"male"
8318,29,158,64,"male"
8319,18,155,52,"female"
8320,39,167,60,"male"
8321,34,157,58,"female"
8322,41,164,59,"female"
8323,75,174,58,"male"
8324,41,176,88,"male"
8325,25,172,75,"male"
8326,51,167,53,"male"
8327,62,154,84,"male"
8328,28,169,74,"male"
8329,80,161,43,"female"
8330,25,164,59,"female"
8331,54,162,82,"female"
8332,26,156,58,"female"
8333,28,170,63,"male"
8334,44,167,73,"male"
8335,36,165,76,"female"
8336,20,173,75,"male"
8337,21,180,71,"male"
8338,57,166,60,"female"
8339,35,155,72,"female"
8340,81,162,76,"female"
8341,54,161,68,"female"
8342,58,159,51,"female"
8343,32,165,59,"female"
8344,34,172,58,"male"
8345,35,157,48,"female"
8346,34,156,70,"female"
8347,35,174,71,"female"
8348,24,162,86,"female"
8349,45,162,85,"male"
8350,65,162,53,"female"
8351,77,157,67,"female"
8352,72,163,57,"male"
8353,25,151,66,"female"
8354,64,174,72,"male"
8355,118,162,42,"female"
8356,86,168,80,"male"
8357,31,163,77,"female"
8358,17,159,49,"female"
8359,50,170,43,"female"
8360,16,161,66,"female"
8361,22,158,69,"female"
8362,94,176,51,"male"
8363,60,175,74,"male"
8364,34,174,55,"male"
8365,18,175,70,"male"
8366,136,165,97,"male"
8367,44,175,76,"male"
8368,24,164,65,"female"
8369,32,174,56,"male"
8370,71,160,79,"female"
8371,23,165,34,"female"
8372,15,165,70,"male"
8373,16,173,78,"female"
8374,30,171,79,"male"
8375,57,167,46,"female"
8376,50,158,81,"female"
8377,32,167,75,"male"
8378,29,174,70,"male"
8379,59,160,64,"female"
8380,20,166,67,"male"
8381,39,159,60,"female"
8382,60,161,78,"male"
8383,66,164,63,"female"
8384,73,169,62,"male"
8385,24,169,65,"male"
8386,23,159,58,"female"
8387,37,167,79,"male"
8388,87,159,87,"male"
8389,104,155,63,"female"
8390,61,161,63,"female"
8391,36,160,51,"female"
8392,17,156,66,"female"
8393,38,173,67,"male"
8394,37,170,62,"male"
8395,66,154,71,"female"
8396,52,163,69,"female"
8397,27,167,71,"male"
8398,62,150,50,"female"
8399,111,173,94,"male"
8400,78,173,67,"male"
8401,65,172,54,"female"
8402,47,176,74,"male"
8403,63,164,65,"female"
8404,55,172,66,"male"
8405,53,167,56,"male"
8406,61,166,67,"female"
8407,78,164,61,"female"
8408,62,154,55,"female"
8409,69,170,74,"male"
8410,66,174,57,"male"
8411,27,177,56,"male"
8412,73,170,66,"female"
8413,35,162,52,"female"
8414,26,165,93,"male"
8415,59,156,54,"female"
8416,79,168,69,"male"
8417,24,159,48,"female"
8418,45,165,61,"male"
8419,20,166,67,"female"
8420,32,159,68,"female"
8421,31,162,62,"female"
8422,54,161,58,"female"
8423,46,175,75,"male"
8424,101,158,58,"female"
8425,50,174,91,"male"
8426,53,169,56,"male"
8427,76,170,68,"female"
8428,17,160,71,"male"
8429,51,163,83,"male"
8430,67,163,74,"male"
8431,71,163,73,"female"
8432,41,164,57,"female"
8433,30,158,60,"female"
8434,17,170,66,"female"
8435,40,149,50,"female"
8436,73,153,53,"female"
8437,38,165,57,"female"
8438,64,166,58,"female"
8439,35,164,64,"male"
8440,35,189,64,"male"
8441,22,155,50,"female"
8442,37,173,62,"female"
8443,76,159,73,"female"
8444,122,169,85,"male"
8445,34,167,67,"male"
8446,21,168,60,"female"
8447,35,166,76,"male"
8448,36,153,69,"female"
8449,19,177,65,"male"
8450,35,164,66,"female"
8451,21,157,48,"female"
8452,39,165,70,"male"
8453,69,163,77,"female"
8454,24,153,67,"female"
8455,24,168,75,"male"
8456,35,164,63,"male"
8457,36,172,66,"male"
8458,30,165,63,"female"
8459,69,169,56,"female"
8460,52,165,75,"male"
8461,20,163,68,"female"
8462,61,177,78,"male"
8463,31,170,88,"male"
8464,79,160,56,"male"
8465,32,173,76,"male"
8466,38,159,60,"female"
8467,17,152,88,"female"
8468,29,179,58,"male"
8469,58,172,68,"male"
8470,85,158,56,"female"
8471,40,165,60,"female"
8472,52,183,62,"male"
8473,17,167,81,"male"
8474,64,155,67,"male"
8475,28,161,83,"male"
8476,71,161,95,"male"
8477,19,166,83,"male"
8478,44,153,78,"female"
8479,32,170,56,"male"
8480,24,170,77,"male"
8481,93,155,64,"male"
8482,40,167,76,"male"
8483,63,174,66,"male"
8484,17,180,78,"male"
8485,21,167,67,"male"
8486,57,151,55,"female"
8487,32,168,49,"male"
8488,86,162,52,"female"
8489,53,159,61,"male"
8490,26,148,58,"female"
8491,80,179,101,"male"
8492,60,155,74,"female"
8493,24,154,72,"female"
8494,52,173,75,"male"
8495,31,159,68,"female"
8496,17,170,64,"male"
8497,17,159,74,"male"
8498,20,155,79,"male"
8499,45,164,55,"female"
8500,48,166,82,"male"
8501,43,166,53,"male"
8502,46,174,63,"male"
8503,41,157,57,"female"
8504,25,177,64,"male"
8505,46,151,66,"female"
8506,51,165,67,"male"
8507,55,162,66,"female"
8508,26,167,69,"female"
8509,31,167,65,"female"
8510,18,169,41,"female"
8511,54,176,79,"female"
8512,41,155,76,"female"
8513,43,164,58,"male"
8514,72,168,51,"female"
8515,19,176,78,"male"
8516,23,160,83,"female"
8517,80,169,87,"male"
8518,34,160,98,"male"
8519,30,160,62,"female"
8520,23,187,58,"male"
8521,58,168,60,"male"
8522,52,154,51,"female"
8523,15,157,91,"male"
8524,19,172,80,"male"
8525,50,162,85,"male"
8526,40,175,101,"male"
8527,34,164,61,"male"
8528,99,153,70,"female"
8529,36,162,68,"female"
8530,36,159,67,"female"
8531,28,157,54,"female"
8532,66,168,79,"male"
8533,97,171,71,"male"
8534,24,152,82,"male"
8535,40,151,70,"female"
8536,43,144,81,"female"
8537,47,153,64,"female"
8538,21,166,44,"female"
8539,102,167,72,"male"
8540,34,170,67,"male"
8541,60,168,69,"male"
8542,22,173,78,"male"
8543,66,159,57,"female"
8544,45,166,58,"male"
8545,42,187,52,"male"
8546,19,159,56,"female"
8547,96,162,60,"female"
8548,36,170,74,"male"
8549,33,168,78,"male"
8550,34,144,77,"female"
8551,40,155,67,"female"
8552,81,157,72,"male"
8553,49,170,81,"male"
8554,92,177,66,"male"
8555,45,158,52,"female"
8556,23,165,85,"male"
8557,109,162,65,"female"
8558,79,173,90,"male"
8559,22,160,47,"female"
8560,20,173,82,"male"
8561,62,160,42,"female"
8562,38,168,71,"female"
8563,37,153,61,"female"
8564,27,174,75,"male"
8565,23,153,57,"female"
8566,62,164,61,"female"
8567,39,166,72,"male"
8568,34,175,69,"male"
8569,51,187,52,"male"
8570,40,162,76,"male"
8571,15,160,66,"female"
8572,30,170,72,"male"
8573,68,163,71,"male"
8574,34,163,66,"female"
8575,33,174,76,"male"
8576,20,158,45,"female"
8577,64,172,87,"male"
8578,104,161,72,"female"
8579,52,167,74,"male"
8580,33,158,43,"male"
8581,73,176,66,"male"
8582,92,164,81,"male"
8583,18,157,60,"female"
8584,32,166,77,"male"
8585,56,161,84,"male"
8586,21,163,67,"female"
8587,42,179,74,"male"
8588,18,165,89,"male"
8589,28,170,68,"male"
8590,52,174,56,"male"
8591,80,161,76,"female"
8592,53,169,75,"male"
8593,32,162,57,"female"
8594,24,178,76,"male"
8595,55,162,49,"female"
8596,77,168,72,"male"
8597,45,170,77,"male"
8598,19,162,52,"female"
8599,15,162,61,"female"
8600,68,169,57,"female"
8601,57,158,57,"female"
8602,38,168,69,"male"
8603,65,172,75,"male"
8604,58,151,71,"female"
8605,28,161,63,"female"
8606,68,165,53,"female"
8607,33,172,66,"male"
8608,39,166,70,"female"
8609,25,164,61,"female"
8610,37,159,67,"female"
8611,102,165,61,"female"
8612,27,167,74,"male"
8613,16,157,43,"female"
8614,26,178,77,"male"
8615,48,160,40,"female"
8616,74,153,63,"female"
8617,72,172,62,"male"
8618,50,181,52,"male"
8619,81,163,82,"male"
8620,31,182,66,"male"
8621,42,186,62,"male"
8622,117,172,68,"male"
8623,44,172,83,"male"
8624,76,163,66,"female"
8625,52,166,76,"male"
8626,86,163,66,"female"
8627,29,180,63,"male"
8628,37,163,70,"male"
8629,28,166,91,"male"
8630,40,175,67,"male"
8631,78,161,55,"female"
8632,37,174,90,"male"
8633,36,157,59,"female"
8634,20,152,75,"female"
8635,74,168,64,"male"
8636,60,150,51,"female"
8637,37,164,53,"female"
8638,53,155,65,"female"
8639,22,169,72,"male"
8640,38,159,71,"female"
8641,71,174,77,"male"
8642,49,165,60,"male"
8643,37,163,84,"male"
8644,33,163,75,"female"
8645,19,163,65,"female"
8646,22,170,58,"male"
8647,52,166,70,"female"
8648,60,162,55,"female"
8649,68,174,63,"male"
8650,50,186,90,"male"
8651,39,154,59,"female"
8652,21,166,68,"male"
8653,25,176,83,"male"
8654,87,159,77,"male"
8655,101,175,75,"male"
8656,48,172,69,"male"
8657,44,163,63,"female"
8658,29,157,64,"female"
8659,68,168,55,"male"
8660,48,173,65,"male"
8661,65,173,69,"male"
8662,19,174,86,"male"
8663,19,157,83,"female"
8664,80,175,77,"male"
8665,71,173,75,"male"
8666,68,177,83,"male"
8667,32,167,86,"male"
8668,72,165,62,"female"
8669,26,172,69,"male"
8670,42,182,83,"male"
8671,45,161,63,"female"
8672,88,173,64,"male"
8673,47,177,68,"male"
8674,53,147,44,"female"
8675,43,149,69,"female"
8676,16,164,63,"male"
8677,22,162,60,"female"
8678,96,180,66,"female"
8679,67,167,75,"male"
8680,23,172,77,"male"
8681,62,177,56,"male"
8682,38,156,44,"female"
8683,21,160,59,"female"
8684,26,159,68,"male"
8685,80,160,38,"female"
8686,35,159,72,"male"
8687,27,176,88,"male"
8688,43,155,63,"female"
8689,60,170,67,"male"
8690,26,154,63,"female"
8691,30,152,62,"female"
8692,54,161,54,"male"
8693,79,157,68,"female"
8694,66,173,71,"male"
8695,17,163,71,"female"
8696,35,176,93,"male"
8697,22,164,76,"female"
8698,37,169,86,"male"
8699,35,154,68,"female"
8700,30,162,67,"male"
8701,22,169,73,"male"
8702,37,161,49,"female"
8703,31,174,72,"male"
8704,86,160,57,"female"
8705,33,173,89,"male"
8706,28,156,57,"female"
8707,30,176,74,"male"
8708,44,175,70,"male"
8709,27,174,82,"male"
8710,82,173,77,"male"
8711,28,156,51,"female"
8712,35,166,75,"female"
8713,25,163,62,"male"
8714,83,158,68,"male"
8715,68,158,92,"male"
8716,75,166,66,"female"
8717,31,183,74,"male"
8718,19,173,64,"male"
8719,34,155,63,"female"
8720,22,152,70,"female"
8721,19,168,73,"male"
8722,73,171,72,"male"
8723,35,151,67,"female"
8724,20,172,57,"male"
8725,89,174,85,"male"
8726,50,163,61,"male"
8727,47,163,76,"female"
8728,73,155,73,"male"
8729,46,155,47,"female"
8730,53,194,78,"male"
8731,48,177,57,"male"
8732,47,175,68,"male"
8733,25,145,62,"female"
8734,28,152,55,"female"
8735,22,166,57,"male"
8736,57,151,51,"female"
8737,83,167,64,"male"
8738,42,169,68,"female"
8739,53,177,56,"male"
8740,42,155,66,"female"
8741,30,162,70,"female"
8742,27,160,62,"female"
8743,60,165,86,"male"
8744,111,164,67,"female"
8745,48,156,69,"female"
8746,109,169,83,"male"
8747,47,164,65,"female"
8748,75,161,58,"female"
8749,20,179,73,"male"
8750,22,172,64,"male"
8751,21,174,75,"male"
8752,45,179,71,"male"
8753,39,165,82,"female"
8754,73,160,81,"male"
8755,40,167,67,"female"
8756,21,174,74,"female"
8757,60,169,76,"male"
8758,70,166,73,"female"
8759,57,160,62,"female"
8760,31,157,33,"female"
8761,94,159,47,"female"
8762,34,155,78,"male"
8763,19,184,88,"male"
8764,55,169,89,"male"
8765,74,167,65,"male"
8766,37,155,77,"male"
8767,23,164,69,"female"
8768,60,161,85,"female"
8769,68,161,57,"male"
8770,49,170,84,"male"
8771,32,162,72,"male"
8772,87,160,60,"female"
8773,70,162,55,"female"
8774,27,178,82,"male"
8775,37,167,68,"male"
8776,43,177,65,"male"
8777,19,174,79,"male"
8778,88,170,92,"male"
8779,41,165,79,"male"
8780,44,153,70,"female"
8781,78,158,65,"female"
8782,94,159,74,"male"
8783,42,156,69,"female"
8784,35,167,65,"male"
8785,24,163,83,"male"
8786,54,164,57,"male"
8787,52,160,68,"female"
8788,25,154,68,"female"
8789,55,166,69,"male"
8790,22,167,80,"female"
8791,51,176,64,"male"
8792,17,154,74,"male"
8793,25,165,47,"female"
8794,32,156,45,"female"
8795,23,163,71,"male"
8796,39,169,63,"female"
8797,68,163,70,"male"
8798,58,158,64,"female"
8799,49,156,66,"female"
8800,38,156,76,"male"
8801,65,171,56,"male"
8802,26,160,74,"female"
8803,78,161,96,"male"
8804,44,173,80,"male"
8805,28,161,54,"female"
8806,65,173,66,"male"
8807,36,170,64,"male"
8808,30,163,82,"male"
8809,35,172,72,"male"
8810,38,149,66,"female"
8811,49,157,65,"female"
8812,77,169,66,"male"
8813,25,169,59,"female"
8814,80,156,46,"female"
8815,39,160,54,"female"
8816,46,159,59,"female"
8817,53,156,87,"female"
8818,31,172,67,"male"
8819,45,157,77,"female"
8820,82,167,79,"male"
8821,44,177,79,"male"
8822,35,152,68,"female"
8823,30,176,74,"male"
8824,21,175,69,"male"
8825,124,168,71,"female"
8826,100,150,41,"female"
8827,32,162,66,"female"
8828,19,169,71,"male"
8829,28,161,69,"female"
8830,43,167,63,"male"
8831,57,162,58,"male"
8832,21,159,72,"female"
8833,69,163,65,"female"
8834,67,160,59,"female"
8835,83,160,73,"male"
8836,33,155,60,"female"
8837,37,166,52,"female"
8838,60,157,62,"female"
8839,57,153,56,"female"
8840,89,166,62,"female"
8841,71,150,40,"female"
8842,19,167,55,"female"
8843,45,166,59,"female"
8844,55,177,64,"male"
8845,68,178,90,"male"
8846,24,179,85,"male"
8847,76,158,80,"female"
8848,60,166,51,"female"
8849,35,162,63,"female"
8850,22,153,73,"female"
8851,23,150,53,"female"
8852,61,172,59,"female"
8853,44,173,70,"male"
8854,37,155,59,"female"
8855,26,161,71,"female"
8856,27,166,73,"male"
8857,16,165,68,"female"
8858,49,167,53,"female"
8859,71,173,71,"male"
8860,35,174,83,"male"
8861,33,164,75,"male"
8862,46,155,44,"female"
8863,29,167,57,"female"
8864,32,162,72,"male"
8865,58,177,81,"male"
8866,31,163,45,"female"
8867,67,167,69,"female"
8868,15,164,57,"female"
8869,29,162,71,"female"
8870,29,172,70,"male"
8871,39,158,71,"male"
8872,42,169,86,"male"
8873,34,178,68,"male"
8874,23,158,41,"female"
8875,89,157,71,"male"
8876,73,155,60,"female"
8877,24,178,84,"male"
8878,69,152,73,"male"
8879,39,161,51,"female"
8880,26,165,69,"male"
8881,24,166,64,"male"
8882,27,158,56,"female"
8883,52,182,56,"male"
8884,31,166,84,"male"
8885,15,155,53,"female"
8886,28,173,70,"male"
8887,47,167,78,"male"
8888,68,161,61,"female"
8889,35,180,69,"male"
8890,29,175,69,"male"
8891,31,154,41,"female"
8892,18,164,45,"female"
8893,24,161,47,"female"
8894,59,178,79,"male"
8895,30,160,68,"female"
8896,53,175,77,"female"
8897,24,169,71,"male"
8898,21,171,79,"male"
8899,53,155,63,"female"
8900,57,156,66,"female"
8901,30,168,88,"male"
8902,89,165,74,"male"
8903,30,175,78,"male"
8904,15,180,80,"male"
8905,82,165,40,"female"
8906,54,146,81,"female"
8907,18,171,76,"male"
8908,36,170,68,"male"
8909,91,160,65,"female"
8910,16,155,61,"female"
8911,29,177,77,"male"
8912,45,173,82,"male"
8913,91,162,74,"male"
8914,37,158,76,"male"
8915,34,161,59,"female"
8916,30,151,68,"female"
8917,74,164,65,"female"
8918,18,167,60,"female"
8919,62,162,65,"female"
8920,26,166,65,"male"
8921,58,151,44,"female"
8922,62,170,77,"female"
8923,86,170,57,"female"
8924,17,157,66,"female"
8925,52,159,60,"female"
8926,98,164,75,"male"
8927,23,150,28,"female"
8928,46,161,75,"male"
8929,78,161,78,"female"
8930,57,152,63,"female"
8931,36,163,73,"male"
8932,51,165,81,"male"
8933,22,166,68,"male"
8934,57,175,69,"male"
8935,54,167,88,"male"
8936,39,162,75,"male"
8937,30,160,45,"female"
8938,34,161,70,"male"
8939,36,162,66,"male"
8940,55,173,68,"male"
8941,19,152,70,"female"
8942,18,158,41,"female"
8943,48,173,80,"male"
8944,77,167,69,"male"
8945,77,156,66,"female"
8946,83,178,86,"male"
8947,61,181,79,"male"
8948,40,172,69,"male"
8949,35,166,81,"male"
8950,34,171,84,"male"
8951,25,171,73,"male"
8952,58,164,77,"male"
8953,25,161,49,"female"
8954,27,156,39,"female"
8955,58,164,73,"male"
8956,84,157,64,"female"
8957,46,168,42,"female"
8958,27,158,64,"female"
8959,27,153,57,"female"
8960,37,158,72,"male"
8961,66,158,61,"female"
8962,28,166,63,"male"
8963,55,157,72,"female"
8964,86,164,72,"male"
8965,82,170,70,"male"
8966,95,181,82,"male"
8967,41,177,64,"male"
8968,60,170,62,"male"
8969,91,160,52,"female"
8970,72,177,57,"male"
8971,63,165,63,"female"
8972,57,165,80,"male"
8973,56,169,71,"male"
8974,108,180,83,"male"
8975,83,172,87,"male"
8976,84,161,59,"female"
8977,70,162,49,"female"
8978,20,158,61,"male"
8979,28,149,57,"female"
8980,73,164,88,"male"
8981,25,158,60,"female"
8982,23,155,74,"female"
8983,32,163,91,"female"
8984,38,167,68,"male"
8985,46,173,62,"male"
8986,27,171,62,"female"
8987,76,153,46,"female"
8988,54,164,56,"male"
8989,39,181,67,"male"
8990,25,169,61,"male"
8991,37,163,50,"female"
8992,79,167,59,"male"
8993,48,144,74,"female"
8994,46,174,79,"male"
8995,22,161,56,"female"
8996,43,156,62,"female"
8997,82,164,46,"female"
8998,27,158,45,"female"
8999,18,156,15,"female"
9000,29,159,77,"female"
9001,80,160,71,"female"
9002,29,155,60,"female"
9003,60,176,60,"male"
9004,55,166,63,"female"
9005,35,156,59,"female"
9006,25,164,62,"female"
9007,20,169,76,"male"
9008,39,177,49,"male"
9009,16,168,53,"female"
9010,40,158,66,"female"
9011,36,173,67,"male"
9012,89,184,57,"male"
9013,49,161,59,"male"
9014,75,151,64,"female"
9015,58,171,88,"female"
9016,40,175,76,"male"
9017,63,163,74,"male"
9018,24,159,50,"female"
9019,53,162,62,"female"
9020,104,158,61,"female"
9021,29,158,59,"female"
9022,37,153,55,"female"
9023,15,163,60,"female"
9024,70,162,76,"male"
9025,94,179,84,"male"
9026,31,150,53,"female"
9027,33,179,66,"male"
9028,38,163,62,"male"
9029,66,166,93,"male"
9030,75,153,85,"female"
9031,59,171,95,"male"
9032,42,162,68,"female"
9033,61,178,90,"male"
9034,74,154,65,"female"
9035,36,157,64,"female"
9036,33,170,82,"male"
9037,59,166,71,"male"
9038,35,160,59,"female"
9039,25,152,43,"female"
9040,68,168,61,"male"
9041,51,154,55,"female"
9042,45,166,69,"male"
9043,60,177,82,"male"
9044,29,165,82,"male"
9045,30,168,81,"male"
9046,16,152,61,"female"
9047,104,174,80,"male"
9048,54,148,65,"male"
9049,72,168,52,"male"
9050,59,161,65,"female"
9051,29,157,63,"female"
9052,43,164,46,"male"
9053,36,152,73,"female"
9054,130,164,80,"male"
9055,16,164,56,"female"
9056,31,173,82,"male"
9057,58,179,74,"male"
9058,43,155,53,"female"
9059,51,154,43,"female"
9060,72,159,59,"male"
9061,21,161,45,"female"
9062,22,165,73,"male"
9063,25,160,70,"male"
9064,31,157,63,"female"
9065,45,177,58,"male"
9066,20,150,58,"female"
9067,57,170,82,"male"
9068,36,173,80,"male"
9069,50,164,63,"male"
9070,20,160,83,"male"
9071,42,163,77,"male"
9072,24,169,73,"male"
9073,80,166,60,"female"
9074,37,163,71,"female"
9075,54,153,62,"female"
9076,85,161,71,"female"
9077,20,163,63,"female"
9078,67,174,71,"male"
9079,49,165,71,"female"
9080,39,161,74,"female"
9081,54,153,70,"female"
9082,36,163,91,"female"
9083,84,153,58,"female"
9084,41,162,63,"female"
9085,23,164,67,"male"
9086,18,161,71,"female"
9087,66,175,53,"male"
9088,43,164,67,"female"
9089,55,164,65,"male"
9090,59,151,70,"female"
9091,55,162,80,"male"
9092,37,173,62,"female"
9093,17,162,64,"female"
9094,49,160,75,"male"
9095,17,167,70,"male"
9096,23,176,84,"male"
9097,58,166,75,"male"
9098,22,179,81,"male"
9099,29,169,91,"male"
9100,30,152,60,"male"
9101,76,151,42,"female"
9102,45,167,48,"male"
9103,30,170,69,"male"
9104,46,158,76,"female"
9105,71,162,49,"female"
9106,68,161,67,"female"
9107,32,166,64,"female"
9108,28,169,68,"male"
9109,32,172,71,"male"
9110,43,161,77,"male"
9111,56,159,64,"female"
9112,43,153,59,"female"
9113,34,158,83,"male"
9114,37,168,81,"male"
9115,26,163,70,"male"
9116,22,162,83,"male"
9117,26,160,76,"male"
9118,86,171,61,"male"
9119,17,171,78,"female"
9120,80,153,73,"female"
9121,72,164,86,"male"
9122,17,183,76,"male"
9123,21,152,60,"female"
9124,54,180,84,"male"
9125,31,172,80,"male"
9126,24,155,78,"female"
9127,51,170,49,"female"
9128,47,168,63,"female"
9129,45,155,34,"female"
9130,34,165,82,"female"
9131,71,184,71,"male"
9132,31,158,56,"male"
9133,29,165,77,"female"
9134,53,155,79,"male"
9135,38,161,61,"female"
9136,44,172,72,"male"
9137,20,177,79,"male"
9138,55,171,74,"female"
9139,29,162,70,"male"
9140,72,163,77,"male"
9141,25,160,59,"female"
9142,33,169,74,"male"
9143,84,169,85,"male"
9144,59,167,88,"male"
9145,75,157,54,"female"
9146,66,172,71,"male"
9147,59,167,55,"male"
9148,56,154,60,"female"
9149,48,160,60,"female"
9150,32,163,86,"male"
9151,46,150,68,"female"
9152,27,172,73,"male"
9153,35,173,52,"female"
9154,74,171,65,"male"
9155,32,163,56,"female"
9156,28,155,51,"female"
9157,76,158,51,"male"
9158,71,156,64,"female"
9159,48,172,72,"male"
9160,47,164,59,"female"
9161,45,166,83,"female"
9162,79,165,55,"male"
9163,48,170,75,"male"
9164,61,162,61,"female"
9165,33,171,70,"male"
9166,63,164,87,"male"
9167,37,148,54,"female"
9168,77,152,58,"female"
9169,33,158,52,"female"
9170,38,181,47,"male"
9171,44,177,66,"male"
9172,25,171,67,"male"
9173,22,156,67,"female"
9174,32,165,86,"male"
9175,42,174,81,"male"
9176,23,159,71,"male"
9177,39,165,58,"female"
9178,28,151,60,"male"
9179,48,172,60,"male"
9180,22,162,84,"male"
9181,26,182,67,"male"
9182,34,174,69,"male"
9183,56,176,84,"male"
9184,42,166,47,"female"
9185,28,167,62,"female"
9186,37,156,63,"female"
9187,23,151,72,"female"
9188,26,171,49,"female"
9189,21,163,60,"female"
9190,75,172,71,"male"
9191,64,158,65,"female"
9192,38,152,70,"female"
9193,15,158,59,"female"
9194,25,164,46,"female"
9195,38,175,71,"male"
9196,56,162,75,"male"
9197,36,154,48,"female"
9198,102,157,69,"female"
9199,25,166,84,"male"
9200,61,154,65,"female"
9201,94,155,55,"female"
9202,119,161,62,"female"
9203,67,172,57,"male"
9204,70,172,57,"male"
9205,26,166,76,"male"
9206,31,167,60,"female"
9207,19,166,70,"male"
9208,56,173,74,"male"
9209,46,155,54,"female"
9210,31,171,77,"male"
9211,88,164,61,"female"
9212,55,158,69,"female"
9213,48,180,79,"male"
9214,43,170,72,"male"
9215,23,164,82,"female"
9216,33,152,56,"female"
9217,53,164,80,"male"
9218,50,151,50,"female"
9219,26,172,73,"male"
9220,40,165,66,"female"
9221,22,181,73,"male"
9222,81,159,63,"female"
9223,62,172,73,"male"
9224,87,159,41,"female"
9225,19,166,91,"male"
9226,73,175,92,"male"
9227,57,166,60,"male"
9228,17,150,60,"male"
9229,63,180,72,"male"
9230,41,148,65,"female"
9231,33,162,87,"male"
9232,33,176,68,"male"
9233,30,152,60,"female"
9234,44,168,64,"male"
9235,100,162,84,"male"
9236,49,159,62,"female"
9237,60,175,43,"male"
9238,39,159,72,"female"
9239,79,181,59,"male"
9240,45,173,59,"male"
9241,45,178,50,"female"
9242,50,156,56,"female"
9243,74,180,81,"male"
9244,47,172,81,"male"
9245,95,160,64,"female"
9246,31,165,68,"male"
9247,56,162,63,"male"
9248,80,174,75,"male"
9249,64,159,71,"female"
9250,62,173,55,"male"
9251,43,169,83,"male"
9252,26,177,77,"male"
9253,20,172,85,"male"
9254,18,173,44,"female"
9255,26,170,78,"male"
9256,34,184,59,"male"
9257,32,162,59,"female"
9258,49,162,48,"female"
9259,22,163,78,"male"
9260,85,171,56,"female"
9261,48,164,68,"female"
9262,101,158,48,"female"
9263,21,154,65,"female"
9264,65,163,62,"female"
9265,63,155,58,"female"
9266,69,159,55,"female"
9267,22,162,66,"female"
9268,37,157,36,"female"
9269,30,172,62,"male"
9270,15,180,61,"male"
9271,50,157,66,"female"
9272,58,159,57,"female"
9273,46,169,74,"male"
9274,64,154,52,"female"
9275,39,174,57,"male"
9276,49,152,53,"female"
9277,110,172,85,"male"
9278,115,174,75,"male"
9279,114,163,73,"male"
9280,51,161,40,"female"
9281,91,167,59,"male"
9282,28,165,66,"male"
9283,71,156,71,"female"
9284,45,180,57,"male"
9285,15,168,80,"female"
9286,31,161,49,"female"
9287,50,163,57,"female"
9288,49,167,62,"male"
9289,48,167,62,"female"
9290,30,177,54,"male"
9291,42,153,76,"female"
9292,78,173,85,"male"
9293,27,151,62,"female"
9294,56,169,84,"male"
9295,46,163,67,"female"
9296,66,170,43,"female"
9297,45,162,61,"female"
9298,21,157,55,"female"
9299,33,168,90,"male"
9300,38,156,57,"female"
9301,37,153,71,"female"
9302,33,172,69,"female"
9303,29,171,50,"female"
9304,33,150,33,"female"
9305,18,162,67,"female"
9306,97,165,69,"male"
9307,78,150,42,"female"
9308,103,168,77,"female"
9309,83,166,58,"male"
9310,31,156,77,"female"
9311,108,168,52,"female"
9312,46,165,44,"female"
9313,85,163,57,"female"
9314,64,162,67,"male"
9315,41,163,91,"male"
9316,53,172,63,"male"
9317,33,165,58,"female"
9318,34,163,57,"male"
9319,36,170,72,"male"
9320,70,174,79,"male"
9321,34,167,61,"male"
9322,34,165,57,"female"
9323,27,175,66,"male"
