"id","age","height","weight","sex"
2370,74,177,92,"male"
2371,41,171,72,"male"
2372,47,160,50,"female"
2373,25,155,71,"female"
2374,57,168,57,"female"
2375,43,163,39,"female"
2376,62,172,47,"male"
2377,23,159,83,"male"
2378,54,160,65,"female"
2379,35,157,68,"female"
2380,46,175,69,"male"
2381,29,176,71,"male"
2382,34,167,54,"female"
2383,31,176,82,"male"
2384,79,151,56,"female"
2385,44,162,69,"female"
2386,72,174,62,"male"
2387,35,162,70,"male"
2388,69,161,52,"female"
2389,67,174,63,"male"
2390,25,151,48,"female"
2391,66,173,67,"male"
2392,78,162,46,"female"
2393,57,165,49,"female"
2394,30,162,70,"female"
2395,62,174,71,"male"
2396,40,171,79,"male"
2397,25,163,53,"male"
2398,79,156,65,"female"
2399,35,169,52,"female"
2400,70,164,68,"female"
2401,21,170,78,"male"
2402,96,170,71,"male"
2403,44,169,89,"male"
2404,45,153,52,"female"
2405,26,175,62,"male"
2406,57,169,70,"male"
2407,33,166,56,"female"
2408,47,161,58,"female"
2409,76,151,68,"female"
2410,18,170,83,"male"
2411,34,155,49,"female"
2412,35,155,73,"female"
2413,23,166,68,"female"
2414,35,161,75,"female"
2415,38,170,81,"male"
2416,23,159,50,"female"
2417,65,153,82,"female"
2418,21,161,70,"female"
2419,59,155,48,"female"
2420,68,172,55,"female"
2421,28,165,68,"male"
2422,51,175,67,"male"
2423,29,161,58,"female"
2424,19,161,61,"female"
2425,78,180,72,"male"
2426,117,161,68,"female"
2427,41,157,57,"female"
2428,50,164,57,"female"
2429,28,165,67,"female"
2430,21,170,83,"male"
2431,39,171,93,"male"
2432,114,143,61,"female"
2433,24,172,74,"male"
2434,18,164,75,"male"
2435,19,155,78,"male"
2436,55,166,82,"male"
2437,33,157,79,"male"
2438,31,156,82,"male"
2439,64,164,84,"male"
2440,75,163,63,"female"
2441,60,164,56,"male"
2442,44,148,59,"female"
2443,37,168,84,"male"
2444,49,181,64,"male"
2445,83,172,86,"male"
2446,49,171,53,"female"
2447,72,154,83,"female"
2448,40,176,69,"male"
2449,83,162,48,"female"
2450,60,165,69,"female"
2451,44,156,77,"female"
2452,23,161,50,"female"
2453,33,168,64,"male"
2454,49,145,56,"female"
2455,40,160,73,"male"
2456,65,157,46,"female"
2457,25,164,72,"male"
2458,39,172,46,"male"
2459,31,178,84,"male"
2460,66,167,66,"male"
2461,34,171,67,"male"
2462,30,151,54,"female"
2463,65,158,83,"female"
2464,23,150,64,"female"
2465,119,167,82,"male"
2466,75,181,67,"male"
2467,52,173,71,"male"
2468,46,153,71,"female"
2469,32,155,73,"female"
2470,72,154,58,"female"
2471,20,165,68,"male"
2472,43,161,69,"female"
2473,72,159,63,"female"
2474,55,176,95,"male"
2475,48,156,75,"female"
2476,112,158,51,"female"
2477,18,177,80,"male"
2478,69,161,47,"female"
2479,24,180,86,"male"
2480,27,164,59,"female"
2481,24,168,44,"male"
2482,85,166,63,"male"
2483,84,167,76,"female"
2484,38,168,67,"female"
2485,63,160,93,"male"
2486,33,171,55,"male"
2487,49,163,82,"male"
2488,18,153,46,"female"
2489,39,154,53,"female"
2490,55,158,43,"female"
2491,19,154,73,"female"
2492,42,161,59,"female"
2493,29,157,51,"female"
2494,15,156,52,"female"
2495,24,158,74,"female"
2496,77,160,75,"female"
2497,56,155,76,"male"
2498,22,155,58,"male"
2499,40,165,74,"male"
2500,29,176,78,"male"
2501,33,155,53,"female"
2502,38,155,69,"female"
2503,28,182,71,"male"
2504,91,176,73,"male"
2505,47,161,69,"female"
2506,81,164,71,"female"
2507,21,162,82,"male"
2508,25,161,61,"female"
2509,18,162,44,"female"
2510,27,175,99,"male"
2511,88,165,54,"female"
2512,26,182,87,"male"
2513,38,168,84,"male"
2514,84,155,65,"female"
2515,60,149,46,"female"
2516,23,174,66,"male"
2517,24,156,51,"female"
2518,83,184,70,"male"
2519,73,165,69,"female"
2520,22,170,64,"male"
2521,35,168,62,"male"
2522,136,152,85,"female"
2523,57,168,79,"male"
2524,37,169,70,"male"
2525,76,172,68,"male"
2526,29,171,69,"male"
2527,73,154,49,"female"
2528,77,174,77,"male"
2529,17,157,60,"female"
2530,45,158,55,"female"
2531,51,160,105,"male"
2532,27,170,63,"male"
2533,84,174,61,"male"
2534,45,169,68,"female"
2535,57,171,55,"male"
2536,25,173,53,"male"
2537,45,168,56,"female"
2538,25,161,87,"female"
2539,29,178,67,"male"
2540,22,170,39,"female"
2541,35,152,77,"female"
2542,39,160,44,"female"
2543,57,151,62,"female"
2544,45,159,67,"female"
2545,28,159,73,"female"
2546,33,177,56,"male"
2547,73,172,85,"male"
2548,21,164,66,"female"
2549,45,160,70,"male"
2550,36,166,52,"female"
2551,33,165,75,"female"
2552,40,153,70,"female"
2553,53,173,79,"male"
2554,43,172,69,"male"
2555,62,176,86,"male"
2556,79,151,51,"female"
2557,32,160,90,"male"
2558,39,172,75,"male"
2559,90,171,57,"female"
2560,77,163,50,"female"
2561,24,169,51,"female"
2562,75,160,67,"female"
2563,16,176,71,"male"
2564,82,157,64,"female"
2565,30,174,60,"male"
2566,23,173,85,"male"
2567,65,169,78,"male"
2568,22,151,45,"female"
2569,60,169,68,"male"
2570,78,161,66,"female"
2571,56,150,75,"female"
2572,42,157,65,"female"
2573,35,182,90,"male"
2574,29,169,63,"male"
2575,32,159,52,"female"
2576,47,184,68,"male"
2577,126,169,61,"female"
2578,38,165,87,"male"
2579,49,180,65,"male"
2580,53,164,53,"female"
2581,57,152,60,"female"
2582,23,167,75,"male"
2583,69,155,71,"male"
2584,34,163,43,"female"
2585,67,157,53,"female"
2586,31,180,90,"male"
2587,30,161,54,"female"
2588,19,162,75,"male"
2589,27,161,57,"male"
2590,45,169,63,"male"
2591,44,153,73,"female"
2592,53,164,41,"female"
2593,45,160,77,"male"
2594,50,177,81,"male"
2595,38,163,50,"female"
2596,46,165,67,"male"
2597,19,162,66,"male"
2598,44,161,52,"female"
2599,63,158,52,"female"
2600,45,160,74,"female"
2601,41,166,58,"female"
2602,101,164,61,"female"
2603,33,159,49,"female"
2604,29,162,53,"female"
2605,30,177,82,"male"
2606,63,170,72,"male"
2607,41,181,76,"male"
2608,46,163,80,"male"
2609,68,146,62,"female"
2610,42,169,69,"male"
2611,20,171,82,"male"
2612,40,158,75,"female"
2613,28,173,66,"male"
2614,22,165,62,"male"
2615,86,167,68,"male"
2616,45,166,55,"female"
2617,33,156,63,"female"
2618,64,176,63,"female"
2619,44,152,79,"female"
2620,46,178,70,"male"
2621,19,169,73,"male"
2622,58,181,67,"male"
2623,46,159,91,"male"
2624,25,173,61,"male"
2625,31,161,83,"male"
2626,51,175,71,"male"
2627,90,184,64,"male"
2628,45,160,71,"female"
2629,46,151,72,"female"
2630,127,158,73,"female"
2631,54,176,79,"male"
2632,31,156,73,"female"
2633,31,167,55,"female"
2634,31,170,95,"male"
2635,20,174,61,"male"
2636,17,176,66,"male"
2637,71,153,60,"female"
2638,42,164,83,"male"
2639,24,167,58,"male"
2640,37,157,64,"female"
2641,71,170,80,"male"
2642,61,168,56,"male"
2643,26,162,75,"female"
2644,26,153,59,"female"
2645,75,173,93,"male"
2646,28,170,48,"female"
2647,75,171,86,"male"
2648,27,157,78,"male"
2649,22,173,92,"male"
2650,36,164,60,"female"
2651,111,163,63,"female"
2652,71,173,43,"female"
2653,31,172,53,"male"
2654,37,157,67,"female"
2655,94,172,64,"male"
2656,51,158,74,"male"
2657,92,158,74,"female"
2658,89,163,69,"female"
2659,35,181,77,"male"
2660,36,155,52,"female"
2661,25,158,56,"female"
2662,37,176,68,"male"
2663,48,171,76,"male"
2664,75,169,47,"male"
2665,59,174,52,"male"
2666,39,153,65,"female"
2667,28,172,68,"male"
2668,37,184,59,"male"
2669,77,164,66,"female"
2670,45,176,83,"male"
2671,32,170,83,"male"
2672,66,165,89,"male"
2673,29,167,67,"female"
2674,84,150,63,"female"
2675,45,152,75,"female"
2676,27,169,59,"female"
2677,32,163,75,"male"
2678,30,156,61,"female"
2679,24,178,60,"male"
2680,41,164,47,"female"
2681,42,162,62,"female"
2682,24,155,58,"female"
2683,99,159,57,"female"
2684,78,159,81,"female"
2685,46,164,54,"female"
2686,58,155,65,"female"
2687,33,171,70,"male"
2688,61,171,84,"male"
2689,28,170,66,"male"
2690,53,166,35,"female"
2691,44,150,66,"female"
2692,51,171,77,"male"
2693,42,149,58,"female"
2694,81,162,59,"female"
2695,25,157,64,"female"
2696,22,173,68,"male"
2697,26,162,81,"male"
2698,94,168,65,"male"
2699,49,156,78,"male"
2700,44,171,72,"male"
2701,67,168,67,"male"
2702,40,160,69,"male"
2703,32,156,42,"female"
2704,52,165,56,"female"
2705,60,161,66,"male"
2706,69,173,78,"male"
2707,31,155,62,"female"
2708,54,172,87,"male"
2709,69,162,63,"female"
2710,23,170,62,"female"
2711,45,158,70,"female"
2712,34,174,69,"male"
2713,54,161,51,"female"
2714,16,159,74,"male"
2715,54,157,55,"female"
2716,89,173,75,"male"
2717,96,155,57,"female"
2718,28,173,77,"male"
2719,25,163,65,"female"
2720,29,154,50,"female"
2721,28,159,78,"female"
2722,47,179,85,"male"
2723,17,161,79,"female"
2724,43,179,92,"male"
2725,79,167,73,"male"
2726,24,176,75,"male"
2727,127,158,71,"male"
2728,78,166,69,"female"
2729,107,163,77,"male"
2730,71,169,73,"male"
2731,44,155,63,"female"
2732,30,182,68,"male"
2733,31,151,71,"female"
2734,60,170,55,"female"
2735,41,168,62,"male"
2736,59,164,88,"male"
2737,58,175,59,"male"
2738,30,154,59,"female"
2739,30,156,35,"female"
2740,40,169,69,"male"
2741,56,164,69,"male"
2742,67,156,64,"female"
2743,23,156,70,"male"
2744,26,163,52,"female"
2745,84,169,55,"female"
2746,35,164,55,"female"
2747,49,166,50,"female"
2748,19,164,72,"female"
2749,45,174,65,"male"
2750,26,165,63,"male"
2751,88,167,60,"female"
2752,54,158,49,"female"
2753,23,176,71,"male"
2754,19,161,66,"female"
2755,40,179,78,"male"
2756,42,159,70,"female"
2757,51,181,75,"male"
2758,70,166,51,"male"
2759,82,164,63,"female"
2760,65,170,80,"male"
2761,60,152,65,"female"
2762,45,163,46,"female"
2763,31,167,67,"male"
2764,94,161,71,"female"
2765,81,159,55,"female"
2766,36,182,85,"male"
2767,94,162,66,"female"
2768,65,153,61,"female"
2769,65,173,84,"male"
2770,48,154,39,"female"
2771,46,168,51,"male"
2772,29,172,58,"male"
2773,38,183,72,"male"
2774,32,175,79,"male"
2775,58,162,84,"male"
2776,58,152,44,"female"
2777,73,165,59,"female"
2778,34,148,77,"female"
2779,23,166,67,"male"
2780,28,162,53,"female"
2781,70,164,68,"female"
2782,18,170,86,"male"
2783,19,164,58,"female"
2784,33,154,74,"female"
2785,37,156,82,"male"
2786,38,152,51,"female"
2787,24,171,69,"male"
2788,31,175,85,"male"
2789,57,177,85,"male"
2790,66,152,65,"female"
2791,16,166,72,"male"
2792,24,174,87,"male"
2793,23,155,52,"female"
2794,35,177,80,"male"
2795,60,168,61,"female"
2796,22,177,64,"female"
2797,42,161,65,"male"
2798,55,164,40,"female"
2799,44,175,70,"male"
2800,48,162,85,"male"
2801,24,161,72,"female"
2802,49,172,45,"female"
2803,30,156,56,"female"
2804,61,159,80,"female"
2805,65,160,63,"female"
2806,32,159,51,"female"
2807,49,178,68,"male"
2808,78,145,63,"female"
2809,17,171,79,"male"
2810,31,170,56,"female"
2811,36,171,61,"female"
2812,37,167,80,"male"
2813,38,165,80,"male"
2814,44,172,70,"male"
2815,27,152,46,"female"
2816,111,151,58,"female"
2817,36,158,92,"female"
2818,54,166,73,"male"
2819,82,171,70,"male"
2820,48,172,77,"female"
2821,70,159,62,"female"
2822,86,160,52,"female"
2823,39,170,69,"male"
2824,37,173,78,"male"
2825,35,168,59,"female"
2826,32,165,63,"male"
2827,43,161,60,"male"
2828,88,164,69,"female"
2829,71,161,59,"female"
2830,85,172,42,"female"
2831,93,173,63,"male"
2832,23,166,58,"female"
2833,43,165,62,"female"
2834,25,175,76,"male"
2835,43,154,62,"female"
2836,18,154,92,"male"
2837,45,170,75,"male"
2838,64,150,54,"female"
2839,23,156,61,"female"
2840,83,176,73,"male"
2841,34,176,81,"male"
2842,33,156,46,"female"
2843,40,151,63,"female"
2844,72,163,53,"female"
2845,69,171,81,"male"
2846,38,168,64,"female"
2847,34,162,51,"female"
2848,84,166,76,"male"
2849,29,163,45,"female"
2850,85,160,70,"male"
2851,30,164,71,"male"
2852,41,163,76,"female"
2853,28,176,68,"male"
2854,25,175,71,"male"
2855,18,159,58,"female"
2856,50,156,36,"female"
2857,16,169,72,"male"
2858,36,163,50,"female"
2859,35,168,62,"female"
2860,72,177,62,"male"
2861,33,146,64,"female"
2862,96,169,41,"female"
2863,47,164,52,"female"
2864,28,166,51,"female"
2865,25,170,72,"male"
2866,73,173,63,"female"
2867,41,151,37,"female"
2868,17,179,67,"male"
2869,31,172,52,"female"
2870,77,156,74,"female"
2871,29,161,53,"female"
2872,27,171,96,"male"
2873,58,167,54,"female"
2874,35,171,72,"male"
2875,44,162,77,"male"
2876,42,160,72,"male"
2877,48,180,69,"male"
2878,101,162,59,"male"
2879,43,168,80,"male"
2880,84,173,47,"female"
2881,71,168,64,"female"
2882,76,162,67,"female"
2883,90,151,81,"female"
2884,19,169,55,"female"
2885,43,166,88,"male"
2886,27,161,77,"male"
2887,20,157,79,"female"
2888,57,154,68,"female"
2889,38,162,83,"male"
2890,45,165,79,"male"
2891,35,170,68,"male"
2892,57,166,54,"female"
2893,97,174,64,"male"
2894,71,172,72,"male"
2895,25,163,71,"male"
2896,32,159,58,"female"
2897,57,159,56,"female"
2898,41,157,46,"female"
2899,36,166,63,"female"
2900,23,156,58,"female"
2901,79,169,91,"male"
2902,70,162,56,"female"
2903,17,170,71,"male"
2904,118,171,88,"male"
2905,48,169,74,"male"
2906,28,167,58,"female"
2907,56,164,66,"male"
2908,36,157,55,"female"
2909,56,154,49,"female"
2910,27,165,50,"female"
2911,97,163,80,"male"
2912,74,169,61,"female"
2913,59,166,53,"male"
2914,41,160,59,"female"
2915,53,184,56,"male"
2916,100,182,83,"male"
2917,23,177,67,"male"
2918,46,169,67,"male"
2919,49,152,56,"female"
2920,80,156,51,"female"
2921,36,169,68,"male"
2922,37,169,50,"female"
2923,21,160,67,"female"
2924,21,161,71,"female"
2925,34,172,86,"male"
2926,20,155,81,"female"
2927,17,167,53,"female"
2928,47,177,81,"male"
2929,34,187,59,"male"
2930,37,178,74,"male"
2931,25,158,61,"female"
2932,45,160,76,"female"
2933,35,166,69,"male"
2934,26,163,56,"female"
2935,18,174,78,"male"
2936,39,157,70,"female"
2937,28,169,67,"male"
2938,16,195,72,"male"
2939,26,155,45,"female"
2940,29,160,67,"female"
2941,68,167,55,"male"
2942,62,174,76,"male"
2943,28,165,70,"male"
2944,86,170,61,"female"
2945,26,163,69,"female"
2946,58,172,52,"male"
2947,44,183,56,"male"
2948,32,164,79,"female"
2949,84,163,40,"female"
2950,41,167,67,"male"
2951,59,178,62,"male"
2952,19,172,67,"male"
2953,42,172,76,"male"
2954,39,174,60,"male"
2955,38,162,59,"male"
2956,25,168,52,"male"
2957,73,160,85,"female"
2958,62,177,72,"male"
2959,20,176,80,"male"
2960,27,166,81,"male"
2961,29,156,67,"female"
2962,26,155,55,"female"
2963,33,157,73,"female"
2964,61,176,47,"female"
2965,18,151,63,"female"
2966,32,165,41,"female"
2967,25,178,70,"male"
2968,66,157,69,"female"
2969,38,158,65,"female"
2970,25,171,71,"male"
2971,72,164,62,"female"
2972,40,158,73,"female"
2973,27,172,75,"male"
2974,88,175,73,"male"
2975,51,160,81,"female"
2976,21,159,48,"female"
2977,43,159,54,"female"
2978,85,170,56,"male"
2979,32,156,52,"female"
2980,58,153,60,"female"
2981,25,163,62,"female"
2982,85,169,84,"male"
2983,56,156,67,"female"
2984,29,156,73,"female"
2985,29,156,54,"female"
2986,24,170,68,"male"
2987,20,153,55,"female"
2988,29,177,88,"male"
2989,29,166,65,"male"
2990,58,156,49,"female"
2991,19,149,83,"female"
2992,41,166,71,"male"
2993,32,164,75,"female"
2994,51,169,58,"male"
2995,63,153,62,"female"
2996,32,175,75,"male"
2997,43,155,69,"female"
2998,26,166,69,"male"
2999,47,169,74,"male"
3000,89,164,85,"male"
3001,69,165,67,"male"
3002,23,146,53,"female"
3003,29,168,63,"female"
3004,32,153,64,"female"
3005,57,173,83,"male"
3006,21,164,61,"female"
3007,33,173,85,"male"
3008,55,176,80,"male"
3009,25,157,51,"female"
3010,66,159,78,"female"
3011,33,162,75,"female"
3012,18,159,72,"female"
3013,51,163,69,"female"
3014,30,169,76,"male"
3015,37,162,49,"female"
3016,54,166,39,"female"
3017,44,159,58,"female"
3018,38,163,74,"male"
3019,15,165,62,"female"
3020,54,160,67,"female"
3021,60,165,68,"male"
3022,31,163,50,"male"
3023,42,160,66,"male"
3024,27,167,61,"female"
3025,36,162,62,"female"
3026,25,166,59,"female"
3027,42,155,80,"male"
3028,61,166,60,"female"
3029,33,153,49,"female"
3030,62,154,83,"female"
3031,67,163,50,"male"
3032,25,153,35,"female"
3033,23,181,81,"male"
3034,30,163,75,"female"
3035,43,169,84,"male"
3036,25,181,61,"male"
3037,46,178,75,"male"
3038,18,181,74,"male"
3039,19,159,54,"female"
3040,73,167,79,"male"
3041,40,158,62,"male"
3042,40,169,66,"male"
3043,28,165,76,"male"
3044,33,170,79,"male"
3045,44,159,65,"male"
3046,91,156,55,"female"
3047,58,165,62,"female"
3048,33,163,66,"female"
3049,21,162,58,"female"
3050,17,167,56,"female"
3051,45,172,44,"female"
3052,32,166,42,"female"
3053,41,165,73,"male"
3054,19,163,67,"female"
3055,25,166,77,"male"
3056,23,169,80,"male"
3057,82,164,42,"female"
3058,28,163,70,"male"
3059,19,148,75,"female"
3060,19,180,69,"male"
3061,79,166,56,"male"
3062,19,161,47,"female"
3063,42,162,60,"female"
3064,43,168,91,"male"
3065,42,174,81,"male"
3066,56,162,71,"female"
3067,75,155,56,"female"
3068,29,178,104,"male"
3069,24,173,83,"male"
3070,46,158,68,"female"
3071,40,153,54,"female"
3072,67,171,65,"male"
3073,46,159,58,"female"
3074,73,171,87,"male"
3075,27,161,53,"female"
3076,19,169,63,"female"
3077,31,161,81,"male"
3078,40,163,30,"female"
3079,72,168,75,"female"
3080,23,163,85,"male"
3081,36,172,69,"male"
3082,49,155,56,"female"
3083,24,162,54,"female"
3084,61,167,67,"female"
3085,69,153,77,"female"
3086,46,170,75,"male"
3087,28,168,59,"female"
3088,84,172,60,"female"
3089,60,171,70,"male"
3090,43,173,86,"male"
3091,35,180,63,"male"
3092,64,156,58,"female"
3093,15,162,69,"male"
3094,31,179,92,"male"
3095,27,165,56,"male"
3096,119,167,52,"male"
3097,65,153,61,"female"
3098,78,170,76,"male"
3099,31,165,73,"male"
3100,68,160,60,"male"
3101,43,168,84,"male"
3102,58,161,63,"female"
3103,77,153,61,"female"
3104,62,157,67,"female"
3105,27,177,69,"male"
3106,70,180,58,"male"
3107,30,170,77,"male"
3108,59,147,62,"female"
3109,29,162,68,"male"
3110,27,186,83,"male"
3111,37,188,85,"male"
3112,31,171,66,"male"
3113,29,171,83,"male"
3114,35,183,44,"male"
3115,29,158,46,"female"
3116,29,156,79,"female"
3117,38,167,52,"female"
3118,26,155,55,"male"
3119,20,165,73,"female"
3120,56,173,76,"male"
3121,26,179,61,"male"
3122,34,159,70,"male"
3123,56,155,73,"female"
3124,37,162,49,"female"
3125,23,158,59,"female"
3126,27,159,52,"female"
3127,21,175,96,"male"
3128,28,168,70,"male"
3129,77,160,55,"female"
3130,28,161,76,"female"
3131,68,162,63,"female"
3132,68,166,65,"female"
3133,62,167,80,"male"
3134,28,162,64,"female"
3135,25,157,58,"female"
3136,17,170,57,"male"
3137,39,177,65,"male"
3138,69,171,65,"male"
3139,55,168,66,"male"
3140,54,151,48,"female"
3141,65,162,74,"male"
3142,61,165,61,"male"
3143,42,176,56,"male"
3144,24,157,72,"female"
3145,46,151,40,"female"
3146,38,169,74,"female"
3147,35,184,84,"male"
3148,62,172,62,"female"
3149,106,171,60,"male"
3150,52,159,50,"female"
3151,32,164,65,"female"
3152,68,160,66,"female"
3153,29,171,63,"male"
3154,30,166,65,"female"
3155,31,159,62,"female"
3156,38,152,48,"female"
3157,24,169,68,"male"
3158,61,163,67,"male"
3159,72,159,82,"female"
3160,53,166,70,"male"
3161,55,160,58,"female"
3162,31,172,70,"male"
3163,56,161,103,"male"
3164,42,167,62,"female"
3165,25,164,70,"male"
3166,21,182,69,"male"
3167,40,168,83,"female"
3168,26,166,54,"female"
3169,33,176,70,"male"
3170,120,159,63,"female"
3171,25,157,78,"female"
3172,32,170,68,"male"
3173,26,164,37,"female"
3174,57,158,42,"female"
3175,34,168,71,"female"
3176,16,165,73,"male"
3177,86,159,36,"female"
3178,73,165,52,"female"
3179,50,167,79,"male"
3180,57,169,81,"male"
3181,60,170,65,"male"
3182,28,153,41,"female"
3183,50,161,82,"male"
3184,27,161,66,"female"
3185,51,162,52,"female"
3186,40,147,57,"female"
3187,34,167,75,"female"
3188,31,171,59,"male"
3189,45,167,73,"male"
3190,33,164,63,"female"
3191,23,171,77,"male"
3192,38,160,56,"female"
3193,28,173,62,"male"
3194,79,162,59,"male"
3195,112,167,74,"male"
3196,53,158,59,"female"
3197,43,169,46,"male"
3198,35,175,63,"male"
3199,35,169,85,"male"
3200,68,161,42,"female"
3201,20,155,69,"female"
3202,44,185,66,"male"
3203,24,161,97,"male"
3204,27,180,70,"male"
3205,46,169,59,"male"
3206,58,178,78,"male"
3207,72,160,48,"female"
3208,21,160,63,"male"
3209,23,168,96,"male"
3210,26,168,54,"female"
3211,34,163,67,"male"
3212,69,171,74,"male"
3213,29,168,59,"female"
3214,44,179,82,"male"
3215,31,173,77,"male"
3216,69,170,67,"male"
3217,86,165,67,"female"
3218,18,170,47,"female"
3219,54,168,56,"male"
3220,91,164,78,"male"
3221,67,155,68,"female"
3222,86,165,79,"male"
3223,43,144,49,"female"
3224,28,176,60,"male"
3225,70,182,81,"male"
3226,36,149,41,"female"
3227,45,157,59,"female"
3228,27,153,85,"female"
3229,33,155,76,"female"
3230,38,164,54,"female"
3231,73,157,83,"female"
3232,56,178,61,"male"
3233,34,157,62,"female"
3234,27,174,96,"male"
3235,27,167,61,"male"
3236,51,151,79,"female"
3237,66,173,75,"male"
3238,57,174,64,"male"
3239,87,175,94,"male"
3240,118,161,52,"female"
3241,57,151,50,"female"
3242,41,154,72,"female"
3243,16,158,63,"female"
3244,28,155,60,"female"
3245,44,163,74,"female"
3246,87,167,61,"female"
3247,36,158,52,"female"
3248,62,159,64,"female"
3249,22,156,75,"male"
3250,40,159,63,"female"
3251,15,172,75,"male"
3252,78,159,47,"female"
3253,57,176,69,"male"
3254,58,156,58,"female"
3255,90,175,82,"male"
3256,64,169,72,"male"
3257,91,167,64,"male"
3258,66,175,62,"male"
3259,18,158,50,"female"
3260,64,167,56,"female"
3261,87,169,67,"male"
3262,28,169,71,"female"
3263,23,173,55,"male"
3264,26,180,78,"male"
3265,37,162,58,"male"
3266,39,160,62,"female"
3267,34,165,63,"male"
3268,61,153,47,"female"
3269,63,158,73,"female"
3270,44,179,88,"male"
3271,41,169,67,"male"
3272,33,159,65,"female"
3273,55,169,55,"female"
3274,49,171,54,"female"
3275,29,155,58,"female"
3276,51,163,74,"male"
3277,32,155,56,"female"
3278,31,161,56,"female"
3279,43,161,65,"female"
3280,96,160,64,"female"
3281,78,162,80,"female"
3282,26,175,68,"male"
3283,63,175,58,"male"
3284,47,157,36,"female"
3285,22,164,89,"male"
3286,64,182,70,"male"
3287,53,175,85,"male"
3288,83,163,64,"female"
3289,33,168,48,"male"
3290,57,162,66,"male"
3291,28,151,42,"female"
3292,77,166,51,"female"
3293,28,175,79,"male"
3294,72,168,66,"male"
3295,35,167,73,"female"
3296,92,156,85,"female"
3297,38,172,92,"male"
3298,44,159,78,"male"
3299,73,165,84,"male"
3300,80,155,52,"female"
3301,24,168,60,"female"
3302,38,162,85,"male"
3303,67,165,64,"male"
3304,70,157,49,"female"
3305,99,167,58,"male"
3306,40,151,54,"male"
3307,64,163,72,"female"
3308,104,170,56,"female"
3309,44,169,66,"male"
3310,39,171,75,"female"
3311,55,157,68,"female"
3312,42,158,52,"female"
3313,59,169,48,"male"
3314,86,159,63,"female"
3315,33,173,76,"male"
3316,59,181,68,"male"
3317,31,155,63,"female"
3318,60,171,75,"male"
3319,75,159,63,"female"
3320,64,174,69,"male"
3321,29,157,70,"female"
3322,52,157,58,"female"
3323,30,161,56,"female"
3324,51,172,64,"male"
3325,106,173,68,"male"
3326,35,170,57,"male"
3327,52,172,72,"male"
3328,24,181,47,"male"
3329,27,166,80,"male"
3330,35,150,52,"female"
3331,58,174,67,"male"
3332,21,174,86,"male"
3333,70,172,75,"male"
3334,37,171,74,"female"
3335,65,180,62,"male"
3336,47,174,85,"male"
3337,44,157,50,"female"
3338,35,175,63,"male"
3339,62,164,86,"male"
3340,37,164,68,"female"
3341,24,168,61,"male"
3342,26,171,81,"male"
3343,54,169,56,"female"
3344,16,168,75,"male"
3345,36,165,78,"male"
3346,44,164,78,"female"
3347,29,156,62,"female"
3348,51,166,67,"male"
3349,46,167,70,"female"
3350,22,165,62,"female"
3351,17,167,58,"male"
3352,55,166,64,"male"
3353,45,161,67,"female"
3354,22,162,65,"male"
3355,29,171,72,"male"
3356,35,167,59,"male"
3357,57,171,80,"male"
3358,32,179,68,"male"
3359,72,149,65,"female"
3360,38,181,75,"male"
3361,125,163,83,"female"
3362,38,165,57,"female"
3363,24,160,65,"female"
3364,96,163,81,"male"
3365,77,169,80,"male"
3366,67,153,65,"female"
3367,21,164,74,"male"
3368,32,176,86,"male"
3369,81,167,69,"male"
3370,52,165,64,"female"
3371,69,153,69,"female"
3372,43,165,49,"female"
3373,102,183,95,"male"
3374,33,156,54,"female"
3375,38,166,60,"female"
3376,60,157,71,"male"
3377,43,167,83,"female"
3378,70,171,97,"male"
3379,60,170,65,"female"
3380,39,157,43,"female"
3381,28,178,61,"male"
3382,28,173,77,"male"
3383,55,169,56,"female"
3384,38,155,47,"female"
3385,59,169,66,"male"
3386,30,172,64,"female"
3387,90,171,101,"male"
3388,38,161,77,"male"
3389,21,166,64,"male"
3390,90,164,63,"female"
3391,35,154,62,"female"
3392,44,176,65,"male"
3393,32,151,46,"female"
3394,73,159,75,"female"
3395,54,168,70,"female"
3396,50,161,69,"male"
3397,36,159,57,"female"
3398,33,176,99,"male"
3399,39,166,69,"female"
3400,63,156,89,"female"
3401,36,157,78,"female"
3402,47,163,63,"female"
3403,39,164,64,"female"
3404,94,175,73,"male"
3405,48,171,72,"male"
3406,36,150,61,"female"
3407,36,165,65,"male"
3408,93,179,64,"male"
3409,80,156,75,"female"
3410,39,161,61,"female"
3411,21,162,69,"male"
3412,29,160,63,"female"
3413,27,165,87,"male"
3414,57,155,54,"female"
3415,32,166,52,"female"
3416,44,156,64,"female"
3417,52,164,56,"male"
3418,42,185,65,"male"
3419,57,178,76,"male"
3420,73,155,59,"female"
3421,67,165,49,"female"
3422,56,162,53,"female"
3423,80,151,77,"female"
3424,90,160,42,"female"
3425,61,162,75,"female"
3426,32,169,90,"male"
3427,42,173,98,"male"
3428,78,162,76,"male"
3429,55,175,56,"male"
3430,55,161,65,"female"
3431,84,160,75,"female"
3432,21,160,77,"female"
3433,71,153,58,"female"
3434,28,161,71,"male"
3435,22,177,84,"male"
3436,81,178,66,"male"
3437,49,153,63,"female"
3438,109,154,47,"female"
3439,17,163,84,"male"
3440,42,174,73,"male"
3441,43,187,93,"male"
3442,33,173,85,"male"
3443,88,158,54,"female"
3444,35,169,78,"male"
